num,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117
0,0.0,0.0062622624580865715,0.03288495622585161,0.015153036454054724,0.04059263105755865,0.012918157498594107,0.014823572558611442,0.1018166177446902,0.03948528979943172,0.041993149646211266,0.11817374216459783,0.2615584253630555,0.0903908308018434,0.021956214757605893,0.0419597583736006,0.037455543657056084,0.03394407018940705,0.36328088264537267,0.06586366214172182,0.013432714430085653,0.014773384334882025,0.07993557716197713,0.0316462364708529,0.013446227045343224,0.02510503642702884,0.06775684168752394,0.022696980785267485,0.05180626636446668,0.04601217942171815,0.050212570268027966,0.017877080063449236,0.04640205653043284,0.12531990836114795,0.025931258032862888,0.03186751096285217,0.03374188663180742,0.05664327260391529,0.05001466235572533,0.0034621110640157887,0.0675472688871165,0.07017441875855399,0.06468820332323694,0.058610088223672405,0.03131884703941535,0.03849312147692821,0.025730979070972847,0.09651142093889556,0.058504737569824564,0.002604610814607442,0.037606275938265536,0.06333840381390675,0.02582251434963779,0.15048045149614364,0.023748271127556918,0.07020303154046602,0.01698593308269299,0.21321456116694915,0.05368611395941243,0.0274642955941895,0.00805087775073321,0.0211276096745041,0.04668278476348679,0.017615352729463657,0.043101603766124486,0.05489484897844203,0.004940641320300135,0.06940750240072792,0.03509313139113055,0.007519538435581065,0.04821927686435973,0.11968789018146571,0.03808747003439141,0.02265538246328405,0.0391191028350589,0.032338978444943337,0.05963691111584613,0.03174766265544069,0.004564782959832054,0.039828572814968495,0.0,0.022563492298957565,0.09055213828063037,0.00852916267134654,0.07708587827391676,0.04897140203064386,0.020763736879724302,0.0036979490700304912,0.05888350545031733,0.0361709139580933,0.02029717475544879,0.02288069367243456,0.09370175028285482,0.030520886649348267,0.058076006289381386,0.04692144629228421,0.037798773867942365,0.0028728677732189527,0.012397332196642501,0.06142926931812118,0.03902383319247034,0.12205492792519733,0.0,0.03883238302289764,0.046750114100899104,0.02940904663985529,0.04096795363395707,0.04736593647040582,0.08132261761792851,0.07837414120945446,0.0930498558097715,0.11407300866565953,0.04320563653006851,0.02450335766868485,0.04350329862297579,0.004055889050309547,0.04931199676846969,0.033944772472453144,0.016225193129429837
1,0.0062622624580865715,0.0,0.007100998148900856,0.004030283859058626,0.1575427958854246,0.034656587095768465,0.06587702912178707,0.009944826095244068,0.034357828168798336,0.00788553529415523,0.07191967658439848,0.003242263412286831,0.13486003369470373,0.0111915715471901,0.01356502482335677,0.003663539702550084,0.02741629826632492,0.010450065892875466,0.02144097897139579,0.01207707342619705,0.11019609813584763,0.013905278215707067,0.010831108682962377,0.00899563189954053,0.011085207745905388,0.18805331177828688,0.0,0.01884303548095432,0.005796357179537522,0.01365448247532661,0.050210405932951674,0.02106443395369431,0.0,0.0,0.012160679287267814,0.10372519394002139,0.013708796342593647,0.05104500341772226,0.00353600930894394,0.06502883173302315,0.0,0.08582913734370237,0.006248808495229608,0.0,0.0,0.012842832967170393,0.005731722617355815,0.01811630303017329,0.10643870007310387,0.009478116641118821,0.011449231285860853,0.032129425051127244,0.024795840238931836,0.03786257958873143,0.00385578964139341,0.027004180179774594,0.027060266329463525,0.052045974373661597,0.05279516174597693,0.0,0.22388483901363532,0.030302842230970312,0.004190393520225966,0.0245071362283552,0.013449944179845295,0.0,0.005991485250769326,0.016521568824974575,0.03844822036784186,0.08467852327663636,0.04670153379310115,0.003794484242626693,0.01007773944333202,0.010939286169404825,0.015964598622276394,0.10173741301907668,0.024712139167567593,0.004593103763760367,0.030757840071966115,0.10933619587312027,0.016653144873372248,0.006704397903858032,0.0,0.010813245710271065,0.009286207136078499,0.10307819443634324,0.023902649130765976,0.007121091925236892,0.11335820357459755,0.0,0.08204962418535511,0.057350100788638524,0.02509070780197417,0.03288967454891951,0.21447134282395133,0.008324024060460096,0.0,0.009916408969093349,0.07447630035729341,0.005005538151635663,0.06754515341814717,0.0,0.09089612711728633,0.04820283492535995,0.0406918998584643,0.005670338512660777,0.011409393452187014,0.11632542405936008,0.010903640170519506,0.14942611554132942,0.017027001094556498,0.011926736417355845,0.08849666634456216,0.005010290293503956,0.10019783617766838,0.031157712811622024,0.005496996272936884,0.016922419181014996
2,0.03288495622585161,0.007100998148900856,0.0,0.04444708683262161,0.021224159395600246,0.0088536812949098,0.037071332934465184,0.024144681345819145,0.056449121875393304,0.01889216483655074,0.020549659476481665,0.019388035579589263,0.07470287575276213,0.05573022733368069,0.133342267647921,0.034438457959164136,0.04443644041736113,0.01467182622238727,0.035695031783881656,0.022667562748894914,0.039180292491859,0.036308576725208375,0.03934939610497217,0.028177877997368726,0.028958818137251957,0.059659120808278836,0.013426849743565486,0.041566232921518155,0.03581910802448007,0.023811091057436194,0.0413657403907512,0.033054584437279884,0.030110738409845513,0.051252456877276996,0.027699131832489704,0.03439364223549814,0.03200878511320546,0.02134951051037606,0.025080229719910693,0.02512491816284596,0.030733088758331126,0.04317112042561458,0.024251368907429748,0.05571595036621514,0.03826737659690312,0.025216684418339942,0.04413063865133338,0.04912159529203433,0.07355422590252256,0.24759723807643685,0.026007368166682567,0.0319091797331297,0.0573855162427567,0.05165319318989437,0.04237698622086838,0.021089939301563606,0.06576226050798012,0.05336228151500056,0.02361693408002204,0.03940815057411377,0.009005718321244109,0.0162862225580288,0.027260037767326436,0.03384132765165905,0.021290162848162528,0.011204731550186118,0.04248002396167227,0.01457177862169696,0.05602059636931606,0.03007434628880718,0.03506070983593143,0.008308881110590936,0.014927189294591473,0.021169115088820786,0.04625051969235668,0.009798415526366526,0.02735717142842549,0.00738735797722424,0.07138064322566659,0.01344446076850511,0.03145715224724739,0.02678391453434259,0.019343030972040036,0.08122235107802267,0.034692063051524384,0.012060265467264963,0.005948385773039397,0.045584592284578354,0.03787152655957445,0.01662576509111899,0.03541675657342383,0.02667955210926353,0.06020408608106467,0.026117043658649718,0.03982105415569033,0.043137011024092044,0.028086642786117787,0.06495049708593269,0.021601223324156395,0.09952082364771322,0.07162734482861464,0.0,0.013074676406857158,0.21022433429928156,0.027545989252384613,0.03956459223560753,0.04529066422399922,0.05523640941148753,0.034817640053992356,0.04008578790660479,0.09286676890869498,0.010519204598193353,0.07267339876237049,0.037179900647766995,0.02910629370670576,0.06796627130931791,0.0504409856697504,0.03574568283000767
3,0.015153036454054724,0.004030283859058626,0.04444708683262161,0.0,0.02811165199699214,0.05648942279945621,0.022398477592688693,0.006709111212803714,0.03567077115676822,0.0028890981817099003,0.0029562885043627964,0.020135640175981965,0.15334748525384548,0.009290494343232873,0.008960731565721218,0.02046373562001788,0.03361815355367101,0.0038286895237451997,0.014034662827784924,0.007724670313031527,0.002680445982478775,0.0549417389937409,0.04963791315917514,0.03211893084674293,0.02434917727802475,0.13744056962172363,0.0,0.05287094919883155,0.019956199434804187,0.048700642828137373,0.03302104985385614,0.01529703783436934,0.041032152223498645,0.0175801908789563,0.02365799388089956,0.05412000820404592,0.009915217191522715,0.07550053795161056,0.02939794068803772,0.009456796844847792,0.0,0.04942042526346963,0.02437570397895033,0.002552815448111419,0.06203788300557494,0.008891077308421425,0.022453281769582813,0.007264302321666366,0.051740906913203086,0.008130977309378153,0.05479269503454092,0.009921755081692843,0.014808774424680577,0.024308815033192033,0.11402153089254558,0.013449238037312117,0.02491534426960681,0.025188106561194183,0.1147915900240485,0.004051400884862947,0.008183681037651866,0.009357695583298893,0.002250191540748274,0.00321816236529326,0.01003271798296093,0.0024862529573289644,0.008743490015701448,0.025967757745982152,0.036353571983952976,0.030742950798128228,0.04182441041820269,0.03585647292355026,0.02321841830642707,0.023026837100604873,0.04144249548470004,0.005603513048994733,0.1476354980582937,0.025969742694711008,0.058836447191745744,0.0,0.0338217148517549,0.007200364059487322,0.0026560799374543698,0.011257708815353535,0.02056138740197831,0.016989061518867036,0.05775473314502649,0.018192390052930406,0.07650729777172635,0.00794442049050834,0.05439348351438041,0.07177358447976273,0.00609262015420336,0.04921211460765714,0.094973780920792,0.06665050165279535,0.018488387336603674,0.04295532122704593,0.05150703888837788,0.015431732518425162,0.09310946800486325,0.0,0.04832448880055969,0.0898110126901609,0.044774430130292586,0.035707891939132985,0.060732774912108795,0.04617655223205091,0.1038119123802583,0.024975602326410936,0.027713907387445343,0.018060032643427586,0.043088803866168625,0.05082978558385906,0.0,0.007405163842412264,0.07070893615428445,0.012365088822043633
4,0.04059263105755865,0.1575427958854246,0.021224159395600246,0.02811165199699214,0.0,0.06975961026068887,0.023609816771252005,0.05906060118966994,0.09603462058435708,0.028076636087716354,0.005733806800572758,0.04145479071034111,0.0546204588508245,0.04178623402562917,0.04120571776298657,0.021703903183536124,0.11974299302759027,0.02015821759756243,0.09084744993668692,0.02969693121728991,0.1453886249334679,0.08247337824351302,0.06005109486990235,0.04800579686972472,0.07363690397606726,0.07171558673396171,0.0032711326525939484,0.06962300420464565,0.03788950028005365,0.06659607920564614,0.07264205069379756,0.025724545237890487,0.020945566237347082,0.025852471044837053,0.06259696223841013,0.11424592465980274,0.04916095190682561,0.09661742169499649,0.024054336108882045,0.039134143787351985,0.0,0.12088706425042349,0.023231759202624457,0.00909091882816014,0.018450218356300604,0.05876201272634571,0.046075706624171785,0.055055557990312656,0.0836145247348394,0.052190565560894756,0.06441230040251275,0.09393590474972922,0.0637095701630711,0.055705254783533886,0.054930175128848714,0.07174292388316365,0.07218527663225956,0.10937954772886123,0.06106344188045174,0.007857808840778439,0.12994849352051394,0.044301525904726226,0.020338998678583874,0.0291875582722185,0.03745392823259382,0.004822159303342299,0.05540106589809673,0.05675517453348731,0.039089940585209815,0.07375190297257417,0.08194145832824404,0.04248750309373309,0.03093551799279096,0.025191147864496565,0.07281050082934129,0.03817132136806213,0.07796518341913439,0.02907270038507038,0.08447291068626897,0.10215210259150537,0.054292030060536914,0.026898123253860075,0.005151543628358868,0.04423322511988539,0.04847710209363609,0.12315940519874753,0.09000508992100589,0.031062507035215785,0.16988036170751805,0.12431993801266165,0.03903062699064952,0.05141090044603222,0.07085003887549651,0.07956027410726704,0.0987493610392585,0.031591108040607316,0.033371640343106815,0.025577475620066216,0.07114974956309555,0.05119165092436341,0.10088876620564699,0.0,0.04274244464290087,0.11751571319337338,0.07746879914607925,0.04166731549101699,0.05947764744435254,0.1232139377866689,0.06608291097685422,0.15969156055853923,0.05527290879227391,0.0505290355341989,0.1065882403450489,0.026157541747606157,0.013743343933032426,0.06442311485540661,0.030641728656954588,0.06103884311692595
5,0.012918157498594107,0.034656587095768465,0.0088536812949098,0.05648942279945621,0.06975961026068887,0.0,0.11981322735767584,0.03299299125979903,0.045698682901189086,0.011350808904510375,0.006745047964586169,0.07921791096084763,0.055554189936056264,0.03335665959020361,0.040562924670731165,0.0134655799572473,0.014847836349550494,0.0,0.023790298887521537,0.007528980915684643,0.030960585229697385,0.09938916397022522,0.07311932803952448,0.03607164601696836,0.04816860841408758,0.08964082617444259,0.0028860337565872695,0.017381492519504528,0.037794495373377555,0.03911296223190211,0.0,0.020345220064855136,0.025241325865761728,0.03443686927832201,0.048939025142942454,0.06335556337560522,0.03898473105815528,0.14796107399430405,0.004332277882873075,0.01778082145780334,0.0,0.04728965891359081,0.021918749027170597,0.005824486553608353,0.026573352194290488,0.008713233248608405,0.07079085174917084,0.009698801329688828,0.10811962957518502,0.06253182870511761,0.06958566372371101,0.029408721200420117,0.01351579533902782,0.011183093411072773,0.04352684304822005,0.007605606298798491,0.03853553200073063,0.02284379914468054,0.032115023037561,0.00924364900510869,0.04394381290242281,0.038449222587197004,0.005134021882321185,0.02066065329888611,0.029981849178418066,0.005672618022405322,0.03249056039826341,0.037894313721530605,0.015830230324400993,0.034803090379268445,0.08657693560728474,0.13121918432039503,0.07229010094103874,0.06347489505124944,0.10386334423330729,0.026814869196267976,0.016304701895268378,0.05029350272258343,0.010717078819891628,0.021148313486820274,0.02129881976529246,0.01642830220124018,0.006060094117832478,0.032378718306926166,0.025732091978075633,0.07006459769691757,0.04285276737839687,0.013087019725136248,0.09839802577704118,0.07392985148275029,0.07300507096675055,0.05659112089861787,0.0376675886018092,0.14919286319323502,0.06601574677905092,0.020414019723369835,0.023322848169381495,0.007117412108680873,0.06662451377916953,0.13520006967792852,0.043707494687516016,0.0,0.033200849443231054,0.04916752128508006,0.06380743549516335,0.034785740941192606,0.029923278298967744,0.09249960461287292,0.048763288606177436,0.02384895544422861,0.02423644488960371,0.03578834805418478,0.03128588954298291,0.018275323187035435,0.0,0.010114397870553439,0.0328582253788678,0.03453480175300323
6,0.014823572558611442,0.06587702912178707,0.037071332934465184,0.022398477592688693,0.023609816771252005,0.11981322735767584,0.0,0.04817000239792403,0.03909069799342273,0.016002175750136075,0.04775218149906826,0.014757923936463227,0.08748469868444188,0.07989667618724612,0.013036947179245844,0.010675541868039118,0.02025899858729289,0.0049038550884200754,0.024451084686861656,0.009747228583445629,0.058974720195708215,0.1309854338222818,0.049618199095178395,0.04659418585269065,0.0,0.06281038837874799,0.0,0.038381164797178846,0.0238520787721647,0.015585915902733866,0.04531289146068795,0.06751891213966249,0.005749886580293847,0.015918143675377427,0.019296423057223733,0.04470626776510881,0.024046083314252578,0.024356399679296165,0.033931828123890624,0.015563461007917738,0.0,0.07223654286994849,0.00991752343716016,0.0031562275921629664,0.022315467432376113,0.05020688552529023,0.0928796837493443,0.05835623292824075,0.18730773299804973,0.06616676493863356,0.011117616298805873,0.09239507854899073,0.047565297312072846,0.030144197767138406,0.020202483721125195,0.013502326739641388,0.03607349757317549,0.07961925476933629,0.11581555141861646,0.06544125517315183,0.026334581079366596,0.032368624606847037,0.04694914712425793,0.026580463981900792,0.0,0.0030739316431290875,0.015581251896586188,0.016987244009679343,0.09409472670990524,0.040758471322258606,0.046801072848480514,0.006025957338430027,0.0023104364484738114,0.007611438709245016,0.02822407466248085,0.013904269012682893,0.031222085325138597,0.0031590639171870214,0.05825196125055546,0.0,0.017724530443929288,0.015085430513545581,0.003283900836539469,0.051895981670448774,0.01198739730161868,0.043241876084073205,0.0059907499087816975,0.013659119520720037,0.056657777144916446,0.021670229832952453,0.04186730732238715,0.011785478168474589,0.024254526341612244,0.0069454654215362404,0.003003042469397731,0.01320326035817521,0.03502708863712088,0.08228506570809617,0.08791626356612432,0.035243888398463104,0.0669408312604726,0.0,0.0539844894702632,0.031479110968010315,0.09044716521156085,0.04318710842052008,0.04332762035855499,0.04536640419963784,0.022938636312900277,0.03297077655157544,0.015001851540644897,0.016914454603075977,0.02827369529641066,0.007428882661429206,0.006570619686217113,0.030541330220266283,0.017843001616518937,0.015563412303325884
7,0.1018166177446902,0.009944826095244068,0.024144681345819145,0.006709111212803714,0.05906060118966994,0.03299299125979903,0.04817000239792403,0.0,0.04335353743737336,0.04327325092543073,0.2261559955769727,0.10219429999423923,0.05247184715016355,0.08862794665083973,0.062497039778559,0.039889123274642564,0.08361430014990617,0.12287574609667185,0.07405714755165912,0.01790180375786162,0.04479473969128673,0.08626007978897693,0.04200051413160261,0.03997711185971915,0.10878468627983462,0.05287752512294694,0.0,0.06143108633885486,0.10326357585499339,0.05611716735002839,0.0,0.03961166693207824,0.03775776692101475,0.02535416750471104,0.10061609879634115,0.042855940054301156,0.0689817455181715,0.07692801029494986,0.012996621069356883,0.06056597521839168,0.0,0.08095234588968711,0.06069588080719638,0.04202678006523115,0.011367859776696888,0.01732008027005335,0.10339458378157725,0.060824991861188546,0.019506524954531916,0.06468035022016905,0.07351502533619868,0.013135611944805992,0.05911973981816383,0.04109437618057168,0.04978876191869499,0.05505119588730083,0.07892386335229801,0.05876653915134341,0.01417579731375863,0.028437504295719503,0.0160276455235699,0.02828622591644002,0.03363612646058181,0.012809606483868979,0.02139296027100248,0.005261647047115233,0.05284377536227544,0.0866572464164707,0.05735277111066295,0.05148041944287,0.02572899886792531,0.053102334510350555,0.023205792589397804,0.035023714001350154,0.07273157137847666,0.028222524447870878,0.04897679917873865,0.06111744549985572,0.06363579448433009,0.0,0.03640720109216536,0.014609832694729525,0.00908332353527938,0.11859423971042507,0.04145908542133913,0.030008314254228,0.013525341525635868,0.021759459240226247,0.054275703761276085,0.1083852890575512,0.06596721137375389,0.05171078364092332,0.07126101416242592,0.06179473781921251,0.017856897682700382,0.035517648598814594,0.0030595251214859997,0.05495335036067527,0.032661600286202255,0.04793144309665014,0.041929327749867726,0.05123994044390781,0.02136780597334489,0.03127000871423294,0.07415450352859351,0.018315781885782777,0.05217400272434093,0.025935712151395326,0.06253374112273967,0.042758324862053464,0.03903392908263491,0.06627002751846549,0.03135921334002482,0.03208324928298077,0.21645449399119202,0.059617526799584486,0.022025262917786947,0.1674956519580518
8,0.03948528979943172,0.034357828168798336,0.056449121875393304,0.03567077115676822,0.09603462058435708,0.045698682901189086,0.03909069799342273,0.04335353743737336,0.0,0.016941538264693565,0.0053210413541216715,0.06616661914131247,0.06941842136184417,0.05554249295104344,0.1774414537992729,0.01838090342066805,0.05249457865854815,0.033726654777967345,0.11090968722403223,0.04491714764722345,0.014263291538387454,0.09082633712947119,0.033766384752523804,0.10158440897594445,0.06589909849915619,0.03626126784999422,0.0358714600772472,0.07545269881184426,0.0642505742027592,0.050597049405835454,0.0,0.04560192312106211,0.08079192110881277,0.03323870656660971,0.050834513705144115,0.05595904462104166,0.07491464438141598,0.09556766717056735,0.017758253865751188,0.06409307632534764,0.0,0.10411051334363669,0.052115878977951446,0.01564867781563788,0.0248627963565572,0.038497196976222996,0.03561989224236102,0.09879170008433469,0.00614276682905804,0.05799665661426748,0.07004905698940113,0.057161692807358486,0.04358735616338599,0.04679707272423376,0.084447481742024,0.12275780028270417,0.052484611492386646,0.11351203313824461,0.027448282200252905,0.013139746804505683,0.0628339895356638,0.0305225073951948,0.0247017581342185,0.04278109790985819,0.024260021349446045,0.008063564993855504,0.09533181525764477,0.09657664202083999,0.027749092239477004,0.10218381577534878,0.04558573705115732,0.05534839488547133,0.030052807056946195,0.05591144564081558,0.07332968363743632,0.018156280222244994,0.056790489183727914,0.07617324084318064,0.09233644006790903,0.011052887870081785,0.02682710535940826,0.027157667415172473,0.012448021962259212,0.06129028671442198,0.031530673900613884,0.0319754428094041,0.04263522911562989,0.05907305679449305,0.07461520333730642,0.09294124676131686,0.02664865572740502,0.13014785536502282,0.06760740516306504,0.05585353294375041,0.04035979739929196,0.03590685059454257,0.043270235724355635,0.02424359424710544,0.04556403147434992,0.07443196811339273,0.08222010760423606,0.0,0.04417549246584016,0.0447508088715057,0.07152990773132817,0.06254966043430238,0.044031537576343024,0.04693840496793818,0.040221283003386066,0.03262022404909452,0.03387278153319378,0.054484536532024924,0.06262351053143926,0.07087276528235395,0.009565490775379513,0.058792638872680394,0.05301591630304643,0.038248320424522565
9,0.041993149646211266,0.00788553529415523,0.01889216483655074,0.0028890981817099003,0.028076636087716354,0.011350808904510375,0.016002175750136075,0.04327325092543073,0.016941538264693565,0.0,0.0,0.030095270800589487,0.027160930743538553,0.04176999368736418,0.031019081659566985,0.0026261986161271807,0.08134569217272784,0.007491101725253437,0.06678277369237585,0.043061992855144726,0.011895610651026987,0.035687045626728225,0.12329796818549957,0.013763591415952844,0.03656299839962554,0.052222445599482914,0.0,0.05334707397688919,0.0647053509524617,0.018140601878905163,0.0,0.009891617939987904,0.015164090614744732,0.28604415553500184,0.018490484213791784,0.011708442812460161,0.13752129240777664,0.02540617559982713,0.04609432687630919,0.02283067481605031,0.0,0.09106383209854166,0.045460121530797724,0.07984705534516158,0.011676616996444468,0.09544488843341815,0.02533434033964061,0.021742799903951025,0.0,0.03715329630302413,0.015210825232784168,0.06991576373946821,0.04097146423564447,0.06606704032432782,0.02180222947817316,0.08616398532233087,0.02029735575550868,0.03272282938212377,0.03428354896107707,0.03532667800037292,0.005728527659967494,0.005655617227247941,0.019010528139099956,0.004296056053106298,0.009641556434480773,0.3374374210184965,0.011560228048315841,0.04539335008173759,0.03731729612044606,0.07316129334197041,0.04731274789919823,0.03961882511714314,0.02351876342389587,0.007841797969191629,0.09951958742010533,0.0377759720095624,0.017714830724567827,0.0299321572629188,0.02204867521316408,0.0,0.11571595045901287,0.0048060296671064194,0.08307696583550132,0.01654459603266753,0.014208180398246211,0.01657042572295633,0.04499827963428819,0.05091664396374404,0.03740710282414676,0.005411627992801075,0.054875812841972085,0.024236298412521857,0.031429252057739554,0.09316501682899272,0.0689576849886817,0.015683618697702673,0.013388691388694775,0.007108551189838808,0.022969817240152915,0.030986542975278204,0.018059082794265036,0.0,0.004993608549379891,0.08477900456511327,0.07335643489471667,0.0040647669641895486,0.031090217014275546,0.010152893831378974,0.0253420318169573,0.016241754912151445,0.03347565602655253,0.02301195564807296,0.009447707144204683,0.01786468270972555,0.032322034380730426,0.00581516730331506,0.003940507044265001,0.023094526936617767
